BHK,sector,price,price_persqft,SuperArea,floor,Furnishing,facing,Car_Parking,Bathroom,Balcony,overlooking,city
4+,others,2.50,8333.0,3000.0,10+,Semi-Furnished,,May be not,4+,,,Bangalore
2,others,0.45,6173.0,729.0,10+,Unfurnished,East,May be not,2,1,,Bangalore
3,others,4.32,18000.0,2400.0,10+,Furnished,,May be not,2,,,Bangalore
3,others,1.60,11228.0,1425.0,1,Semi-Furnished,,May be not,2,,,Bangalore
2,Outer Ring Road,0.6,8571.0,700.0,1,Semi-Furnished,,May be not,2,,,Bangalore
4+,others,1.80,10000.0,1800.0,10+,Unfurnished,,May be not,,,,Bangalore
2,others,0.5,4177.0,1197.0,2,Semi-Furnished,,May be not,2,,Main Road,Bangalore
3,others,1.20,5455.0,2200.0,2,Unfurnished,,May be not,3,,,Bangalore
3,others,2.15,11944.0,1800.0,3,Semi-Furnished,,May be not,3,,,Bangalore
3,others,1.40,11290.0,1240.0,10+,Unfurnished,,May be not,2,1,Main Road,Bangalore
2,others,0.6,6154.0,975.0,1,Semi-Furnished,,May be not,2,2,,Bangalore
3,others,3.45,16627.0,2075.0,1,Unfurnished,,May be not,3,1,,Bangalore
4+,others,5,3571.0,14000.0,,Unfurnished,,May be not,4+,,,Bangalore
4,others,4,33333.0,1200.0,10+,Unfurnished,,May be not,4,2,,Bangalore
3,others,1.80,7004.0,2570.0,10+,Furnished,,May be not,3,1,,Bangalore
4,others,1.15,5750.0,2000.0,10,,,May be not,4,,,Bangalore
3,others,0.5,3846.0,1300.0,2,Semi-Furnished,,May be not,3,,,Bangalore
2,others,1.15,9746.0,1180.0,4,Semi-Furnished,,May be not,2,,,Bangalore
2,others,0.49,4667.0,1050.0,2,Semi-Furnished,,May be not,2,3,,Bangalore
2,others,1.50,17182.0,873.0,10+,Unfurnished,,May be not,2,,,Bangalore
3,JP Nagar,1.15,7734.0,1487.0,3,Semi-Furnished,,May be not,2,,,Bangalore
3,others,1.60,13115.0,1220.0,5,Unfurnished,,May be not,2,1,,Bangalore
3,others,2.50,12755.0,1960.0,2,Furnished,,May be not,3,,,Bangalore
2,others,1.10,8070.0,1363.0,2,Unfurnished,West,May be not,2,3,"Garden/Park, Main Road",Bangalore
3,others,0.99,5824.0,1700.0,2,Furnished,,May be not,2,4,,Bangalore
2,others,0.45,5968.0,754.0,1,Semi-Furnished,,May be not,2,,,Bangalore
2,others,0.7,7216.0,970.0,2,Semi-Furnished,West,Available,2,,,Bangalore
4,others,1.40,5833.0,2400.0,10,Semi-Furnished,,May be not,4,,,Bangalore
2,others,0.5,6143.0,814.0,5,Unfurnished,,May be not,2,1,Main Road,Bangalore
2,Kengeri,0.45,4688.0,960.0,4,Furnished,West,May be not,2,1,,Bangalore
1,HSR Layout,3.45,30000.0,1150.0,10+,Semi-Furnished,South - East,May be not,2,2,,Bangalore
2,Hennur Main Road,0.85,9444.0,900.0,2,Semi-Furnished,,May be not,2,,,Bangalore
4,others,1.85,4625.0,4000.0,10+,Semi-Furnished,East,Available,4+,4+,Main Road,Bangalore
2,others,1.40,20000.0,700.0,1,Semi-Furnished,,May be not,2,,,Bangalore
4,JP Nagar,1.30,7879.0,1650.0,3,Semi-Furnished,,May be not,4,,,Bangalore
2,others,1.25,8333.0,1500.0,4,Unfurnished,,Available,2,2,,Bangalore
3,Banaswadi,1.75,9459.0,1850.0,2,Unfurnished,,May be not,3,,,Bangalore
3,others,3.25,13542.0,2400.0,10+,Semi-Furnished,,Available,3,2,,Bangalore
3,others,2.20,10000.0,2200.0,3,Furnished,,May be not,3,1,,Bangalore
2,HSR Layout,2.75,41667.0,660.0,1,Furnished,South,May be not,2,,,Bangalore
2,others,0.5,4167.0,1200.0,10+,Semi-Furnished,,May be not,2,,,Bangalore
3,others,1.25,9259.0,1350.0,2,Semi-Furnished,,May be not,3,,,Bangalore
3,others,1.85,11385.0,1625.0,1,Furnished,,May be not,3,,,Bangalore
3,others,1.60,11268.0,1420.0,3,Semi-Furnished,East,May be not,3,2,,Bangalore
2,others,1.50,12000.0,1250.0,2,Semi-Furnished,,May be not,2,1,,Bangalore
3,others,1.10,9167.0,1200.0,10+,Unfurnished,,May be not,2,,,Bangalore
2,others,2.60,18909.0,1375.0,10,Furnished,,May be not,2,,,Bangalore
3,others,2.70,12857.0,2100.0,10+,Unfurnished,,May be not,3,,,Bangalore
3,others,1.80,14062.0,1280.0,2,Furnished,,May be not,2,,,Bangalore
4+,others,3.10,5741.0,5400.0,5,Semi-Furnished,West,May be not,4+,4,,Bangalore
3,others,1.35,7890.0,1711.0,4,Unfurnished,,May be not,3,2,,Bangalore
3,others,1.35,6618.0,2040.0,1,Semi-Furnished,,May be not,3,,,Bangalore
2,others,0.6,5455.0,1100.0,1,Semi-Furnished,,Available,2,1,,Bangalore
2,Hennur Main Road,1.52,8636.0,1760.0,1,Unfurnished,,May be not,1,,,Bangalore
3,others,2.30,12260.0,1876.0,3,Unfurnished,,May be not,3,,,Bangalore
2,others,2.20,20000.0,1100.0,10+,Semi-Furnished,South,May be not,2,,Main Road,Bangalore
3,others,3,14085.0,2130.0,1,Unfurnished,,May be not,4,1,,Bangalore
2,others,0.95,8636.0,1100.0,3,Semi-Furnished,,May be not,2,2,,Bangalore
2,Sarjapur Road,1.10,8800.0,1250.0,10,Semi-Furnished,,May be not,2,2,,Bangalore
3,others,0.97,6831.0,1420.0,1,Furnished,,May be not,2,,,Bangalore
1,others,0.26,4736.0,549.0,10+,Furnished,,May be not,1,,,Bangalore
3,others,1,5882.0,1700.0,2,Unfurnished,,May be not,3,,,Bangalore
3,others,1,6010.0,1664.0,3,Unfurnished,North,May be not,2,1,Main Road,Bangalore
2,others,1.20,12500.0,960.0,2,Semi-Furnished,,May be not,1,,,Bangalore
3,others,2,8811.0,2270.0,1,Unfurnished,,May be not,2,,,Bangalore
3,others,1.25,8503.0,1470.0,2,Furnished,,May be not,2,,,Bangalore
2,others,0.51,7391.0,690.0,9,Unfurnished,,May be not,2,,,Bangalore
2,Chandapura,0.4,4324.0,925.0,4,Semi-Furnished,,May be not,2,,,Bangalore
3,Whitefield,0.75,4777.0,1570.0,3,Semi-Furnished,,May be not,3,,,Bangalore
3,Hennur Main Road,1.50,6757.0,2220.0,3,Semi-Furnished,,Available,3,3,,Bangalore
4+,others,5,7692.0,6500.0,10+,Semi-Furnished,,May be not,4+,,,Bangalore
3,others,0.7,5036.0,1390.0,2,Semi-Furnished,,May be not,2,,,Bangalore
3,others,1.60,9473.0,1689.0,9,Unfurnished,,May be not,3,2,,Bangalore
2,others,0.65,5476.0,1187.0,2,Semi-Furnished,,May be not,2,,,Bangalore
2,others,0.74,6167.0,1200.0,1,Semi-Furnished,,May be not,2,1,,Bangalore
4+,others,3.24,18000.0,1800.0,2,Semi-Furnished,,May be not,4+,,,Bangalore
1,JP Nagar,1.85,15417.0,1200.0,10+,Semi-Furnished,,May be not,4,2,,Bangalore
2,others,1.05,10500.0,1000.0,3,Unfurnished,,May be not,2,,,Bangalore
2,others,1,11765.0,850.0,10+,Semi-Furnished,,May be not,2,,,Bangalore
4,others,4,21053.0,1900.0,4,Furnished,East,May be not,4,3,,Bangalore
3,Thanisandra,3.20,17778.0,1800.0,10+,Unfurnished,,May be not,3,,,Bangalore
3,others,1.60,10423.0,1535.0,8,Unfurnished,East,May be not,3,2,Pool,Bangalore
3,HSR Layout,3,12500.0,2400.0,1,Unfurnished,,May be not,3,,,Bangalore
3,HSR Layout,3,15000.0,2000.0,1,Unfurnished,,May be not,3,,,Bangalore
2,others,0.7,6542.0,1070.0,10+,Semi-Furnished,East,Available,2,1,,Bangalore
1,Whitefield,0.45,6139.0,733.0,6,Unfurnished,,May be not,1,1,,Bangalore
3,others,1.20,7238.0,1658.0,2,Furnished,,May be not,3,,,Bangalore
2,others,1.65,11530.0,1431.0,10,Unfurnished,,May be not,2,,,Bangalore
4,Hennur Main Road,2,10204.0,1960.0,1,Semi-Furnished,,May be not,4,,,Bangalore
3,others,0.72,5007.0,1438.0,2,Unfurnished,,May be not,2,1,,Bangalore
2,Thanisandra,2.30,17692.0,1300.0,10+,Unfurnished,,May be not,2,,,Bangalore
2,others,0.59,6178.0,955.0,3,Semi-Furnished,North - East,Available,2,1,Main Road,Bangalore
2,others,0.85,7727.0,1100.0,3,Furnished,,May be not,2,,,Bangalore
3,others,1.29,8500.0,1520.0,8,Unfurnished,East,May be not,2,2,"Garden/Park, Pool, Main Road",Bangalore
3,Whitefield,2.85,11102.0,2567.0,3,Semi-Furnished,,May be not,3,,,Bangalore
2,Whitefield,0.75,6818.0,1100.0,6,Unfurnished,,Available,2,2,,Bangalore
2,others,0.32,4507.0,710.0,1,Unfurnished,East,May be not,2,1,,Bangalore
3,others,1.20,11396.0,1053.0,10+,Furnished,North - East,May be not,3,3,Main Road,Bangalore
2,Thanisandra Main Road,2,15152.0,1320.0,10+,Unfurnished,,May be not,2,,,Bangalore
3,others,1.65,8603.0,1918.0,10+,Furnished,North,May be not,3,3,"Main Road, Garden/Park",Bangalore
1,others,1.10,40741.0,270.0,10+,Unfurnished,East,May be not,2,1,,Bangalore
1,Jayanagar,1,13333.0,750.0,1,Semi-Furnished,,May be not,1,,,Bangalore
2,Kengeri,0.42,5761.0,729.0,3,Unfurnished,North,Available,2,2,Garden/Park,Bangalore
3,others,9.40,22542.0,4170.0,1,Unfurnished,East,May be not,3,2,Main Road,Bangalore
2,others,0.6,7500.0,800.0,10+,Unfurnished,North,Available,2,2,Garden/Park,Bangalore
3,others,1.57,9650.0,1627.0,10+,Unfurnished,North - West,Available,3,1,"Garden/Park, Pool, Main Road",Bangalore
3,others,3.50,15217.0,2300.0,10+,Unfurnished,South,Available,3,3,Main Road,Bangalore
2,others,0.95,7445.0,1276.0,3,Furnished,East,Available,2,2,"Garden/Park, Pool, Main Road",Bangalore
3,others,0.89,6477.0,1374.0,3,Unfurnished,,May be not,2,1,,Bangalore
4+,others,1.40,4444.0,3150.0,10+,Semi-Furnished,North,May be not,4+,3,Garden/Park,Bangalore
3,others,0.99,7333.0,1350.0,3,Unfurnished,West,Available,2,2,,Bangalore
4,others,5,14002.0,3571.0,10+,Unfurnished,East,Available,4+,3,"Garden/Park, Main Road",Bangalore
2,others,0.6,5217.0,1150.0,1,Unfurnished,North,Available,2,2,Main Road,Bangalore
3,others,1.01,7769.0,1300.0,2,Semi-Furnished,North,May be not,2,2,Main Road,Bangalore
4+,others,9.50,17629.0,5389.0,10+,Unfurnished,,May be not,4+,2,,Bangalore
3,others,2.50,10638.0,2350.0,2,Unfurnished,North,Available,3,1,,Bangalore
3,others,1.15,6389.0,1800.0,1,Furnished,South,Available,3,1,,Bangalore
3,others,1.40,8309.0,1685.0,3,Unfurnished,East,May be not,3,1,"Garden/Park, Main Road",Bangalore
3,others,0.51,4599.0,1109.0,1,Unfurnished,,May be not,2,1,,Bangalore
2,others,0.59,5463.0,1080.0,2,Semi-Furnished,North,Available,2,1,,Bangalore
3,others,2.40,10909.0,2200.0,3,Unfurnished,East,May be not,3,2,Garden/Park,Bangalore
2,others,1.60,12327.0,1298.0,10+,Semi-Furnished,East,Available,2,2,Garden/Park,Bangalore
3,others,2.25,11688.0,1925.0,3,Unfurnished,North,May be not,4,2,"Garden/Park, Main Road",Bangalore
2,Jakkur,1.07,8699.0,1230.0,10,Semi-Furnished,West,Available,2,,Garden/Park,Bangalore
3,Bagaluru,1.50,10653.0,1408.0,7,Unfurnished,East,Available,3,3,Main Road,Bangalore
2,HSR Layout,1.13,9354.0,1208.0,3,Unfurnished,East,Available,2,1,"Garden/Park, Pool, Main Road",Bangalore
2,others,0.47,4316.0,1089.0,10+,Unfurnished,,May be not,2,2,,Bangalore
2,Chandapura,0.45,4722.0,953.0,10+,Unfurnished,,May be not,2,,,Bangalore
2,Whitefield,1.09,8189.0,1331.0,3,Unfurnished,East,Available,2,1,"Garden/Park, Pool, Main Road",Bangalore
3,others,3.50,15217.0,2300.0,10+,Unfurnished,South,May be not,2,1,"Garden/Park, Main Road",Bangalore
3,Banaswadi,1.10,7857.0,1400.0,10+,Semi-Furnished,,Available,3,1,,Bangalore
3,others,1.35,8182.0,1650.0,1,Unfurnished,West,May be not,3,2,Main Road,Bangalore
2,others,0.57,6492.0,878.0,5,Unfurnished,,May be not,2,,,Bangalore
2,others,1.05,7570.0,1387.0,1,Semi-Furnished,North - West,Available,2,1,Main Road,Bangalore
4,others,7.59,16867.0,4500.0,10+,Unfurnished,North,May be not,4+,4,"Garden/Park, Pool, Main Road",Bangalore
3,others,1.10,10000.0,1100.0,2,Semi-Furnished,,May be not,2,,,Bangalore
3,others,2.40,11401.0,2105.0,1,Unfurnished,,May be not,3,3,,Bangalore
2,others,0.4,4301.0,930.0,2,Unfurnished,,May be not,2,,,Bangalore
3,Outer Ring Road,0.85,6296.0,1350.0,2,Semi-Furnished,,May be not,2,,,Bangalore
3,Thanisandra Main Road,2.50,12607.0,1983.0,10+,Semi-Furnished,West,Available,3,,Garden/Park,Bangalore
2,others,0.4,5369.0,745.0,1,Semi-Furnished,,May be not,2,,,Bangalore
3,Kengeri,0.6,4000.0,1500.0,4,Semi-Furnished,,May be not,2,,,Bangalore
3,others,0.75,5535.0,1355.0,10+,Unfurnished,,May be not,2,3,,Bangalore
3,others,1.10,6528.0,1685.0,3,Furnished,East,Available,3,1,,Bangalore
2,others,0.75,6250.0,1200.0,3,Semi-Furnished,East,May be not,2,1,,Bangalore
3,others,0.9,6081.0,1480.0,6,Unfurnished,South,May be not,2,2,"Garden/Park, Pool",Bangalore
2,Outer Ring Road,1.09,8183.0,1332.0,2,Unfurnished,East,Available,2,1,"Garden/Park, Pool, Main Road",Bangalore
3,others,1.37,5975.0,2293.0,10+,Unfurnished,,May be not,3,3,,Bangalore
2,others,0.53,5300.0,1000.0,3,,,May be not,2,,,Bangalore
2,others,0.55,6037.0,911.0,3,Unfurnished,West,May be not,2,1,,Bangalore
3,others,1.35,11185.0,1207.0,3,Unfurnished,East,May be not,3,,,Bangalore
4+,others,1.60,5333.0,3000.0,10+,Semi-Furnished,,May be not,4+,,,Bangalore
3,others,1.45,10741.0,1350.0,4,Furnished,East,May be not,3,2,Garden/Park,Bangalore
2,others,0.55,4911.0,1120.0,1,Semi-Furnished,East,Available,2,1,,Bangalore
3,others,1.65,11202.0,1473.0,3,Furnished,North,Available,3,1,"Garden/Park, Pool, Main Road",Bangalore
4+,JP Nagar,1.39,5346.0,2600.0,1,Semi-Furnished,West,May be not,4+,3,Garden/Park,Bangalore
2,Jakkur,0.63,5727.0,1100.0,1,Unfurnished,,May be not,2,,,Bangalore
2,HSR Layout,1.13,8801.0,1284.0,2,Unfurnished,East,Available,2,1,"Garden/Park, Pool, Main Road",Bangalore
2,Whitefield,1.36,11333.0,1200.0,10+,Unfurnished,East,Available,2,1,"Garden/Park, Pool, Main Road",Bangalore
2,others,0.735,6481.0,1134.0,2,Furnished,,May be not,2,,,Bangalore
2,others,0.95,7851.0,1210.0,1,Semi-Furnished,,May be not,2,,,Bangalore
3,others,1.20,5581.0,2150.0,1,Unfurnished,,May be not,3,,,Bangalore
2,others,1.05,10825.0,970.0,9,Unfurnished,,May be not,2,1,"Garden/Park, Pool",Bangalore
3,others,1.20,5581.0,2150.0,1,Unfurnished,,May be not,3,,,Bangalore
2,Bagaluru,0.9,8242.0,1092.0,2,Unfurnished,North - East,May be not,2,2,"Pool, Garden/Park, Main Road",Bangalore
2,others,1.25,15625.0,800.0,1,Furnished,,May be not,1,,,Bangalore
3,others,0.95,5938.0,1600.0,2,Furnished,,May be not,3,2,,Bangalore
3,others,0.47,4937.0,952.0,2,Semi-Furnished,West,Available,2,1,Main Road,Bangalore
3,Hennur Main Road,1.28,7356.0,1740.0,2,Unfurnished,East,May be not,3,1,Garden/Park,Bangalore
1,others,0.55,10784.0,510.0,10+,Unfurnished,,May be not,1,,,Bangalore
3,others,0.78,5379.0,1450.0,10+,Semi-Furnished,East,Available,2,2,,Bangalore
2,others,1.08,8970.0,1204.0,3,Unfurnished,East,Available,2,1,"Garden/Park, Pool, Main Road",Bangalore
2,others,1.08,8998.0,1200.0,4,Unfurnished,North,Available,2,1,"Garden/Park, Pool, Main Road",Bangalore
2,Sarjapur Road,1.06,7946.0,1334.0,2,Unfurnished,East,Available,2,1,"Garden/Park, Pool, Main Road",Bangalore
2,others,0.7,6364.0,1100.0,2,Furnished,,May be not,2,,,Bangalore
3,Sarjapur Road,1.83,11017.0,1661.0,10+,Unfurnished,,May be not,3,2,,Bangalore
4+,HSR Layout,3.40,5667.0,6000.0,4,Semi-Furnished,,May be not,4+,,,Bangalore
3,others,1.10,7988.0,1377.0,2,Semi-Furnished,,May be not,2,2,Main Road,Bangalore
2,Outer Ring Road,1.54,12600.0,1222.0,10+,Unfurnished,East,Available,2,1,Main Road,Bangalore
2,others,4,17376.0,2302.0,10+,Unfurnished,East,Available,2,1,,Bangalore
4+,HSR Layout,5,9259.0,5400.0,10+,Semi-Furnished,North - East,May be not,4+,4,"Garden/Park, Main Road",Bangalore
3,others,0.78,4483.0,1740.0,4,Unfurnished,,May be not,3,3,,Bangalore
2,others,0.67,5382.0,1245.0,1,Semi-Furnished,East,Available,2,2,Garden/Park,Bangalore
2,others,0.57,5377.0,1060.0,3,Semi-Furnished,North,Available,2,1,Main Road,Bangalore
3,others,1.80,10909.0,1650.0,2,Unfurnished,East,May be not,3,2,,Bangalore
2,others,0.98,9263.0,1058.0,10+,Unfurnished,East,Available,2,,Main Road,Bangalore
3,others,5.20,16250.0,3200.0,3,Unfurnished,,May be not,4,3,Main Road,Bangalore
3,HSR Layout,2.90,13488.0,2150.0,10+,Furnished,East,May be not,3,2,"Main Road, Garden/Park",Bangalore
3,Hebbal,0.95,8988.0,1057.0,4,Unfurnished,North,Available,3,1,"Garden/Park, Pool, Main Road",Bangalore
3,others,7.88,29425.0,2678.0,10+,Unfurnished,North,Available,3,2,Pool,Bangalore
2,others,1.40,11200.0,1250.0,3,Semi-Furnished,West,Available,2,2,,Bangalore
3,others,0.87,5273.0,1650.0,2,Semi-Furnished,East,Available,3,,Main Road,Bangalore
2,others,1.80,14634.0,1230.0,1,Unfurnished,North,May be not,2,1,"Garden/Park, Main Road",Bangalore
2,Jayanagar,1.30,13402.0,970.0,2,Semi-Furnished,North,Available,2,1,Main Road,Bangalore
3,others,1.35,9643.0,1400.0,2,Semi-Furnished,,May be not,3,1,,Bangalore
4,Banaswadi,6.95,18289.0,3800.0,10+,Unfurnished,,Available,4+,4+,Main Road,Bangalore
3,others,3.25,17196.0,1890.0,2,Furnished,,May be not,3,2,,Bangalore
2,others,0.65,9286.0,700.0,2,Semi-Furnished,,May be not,2,,,Bangalore
3,HSR Layout,3,12500.0,2400.0,3,Unfurnished,,May be not,3,2,,Bangalore
2,others,0.68,8000.0,850.0,3,Semi-Furnished,West,May be not,2,2,Main Road,Bangalore
2,others,1,8000.0,1250.0,2,Unfurnished,,May be not,2,,,Bangalore
2,others,0.87,6493.0,1340.0,2,Furnished,,May be not,2,3,Garden/Park,Bangalore
2,others,0.42,3535.0,1188.0,2,Semi-Furnished,East,May be not,2,,Main Road,Bangalore
3,others,1.50,11111.0,1350.0,10+,Semi-Furnished,East,Available,2,1,,Bangalore
3,others,1.20,7273.0,1650.0,4,Unfurnished,North,Available,3,3,,Bangalore
3,Yelahanka,1.30,10833.0,1200.0,10+,Unfurnished,,May be not,3,2,,Bangalore
2,JP Nagar,0.425,3542.0,1200.0,4,Unfurnished,,May be not,2,,,Bangalore
4+,Sarjapura,1.05,8750.0,1200.0,,,,May be not,,,,Bangalore
4,Banaswadi,2.99,7475.0,4000.0,4,Unfurnished,,Available,3,3,"Garden/Park, Main Road",Bangalore
3,others,2.10,6364.0,3300.0,1,Unfurnished,,May be not,3,3,,Bangalore
2,others,0.45,5000.0,900.0,2,Furnished,,May be not,2,1,,Bangalore
3,others,1.20,7643.0,1570.0,1,Unfurnished,,May be not,3,2,,Bangalore
4+,others,1.10,4583.0,2400.0,10+,Furnished,,May be not,4+,,,Bangalore
4,Sarjapur Road,2.95,12882.0,2290.0,10+,Unfurnished,,May be not,4+,3,,Bangalore
3,others,1.95,10263.0,1900.0,2,Unfurnished,,Available,3,3,,Bangalore
3,others,2.70,9000.0,3000.0,2,Furnished,,May be not,3,1,,Bangalore
2,others,0.68,8000.0,850.0,3,Semi-Furnished,,May be not,2,2,,Bangalore
3,others,0.65,5019.0,1295.0,1,Semi-Furnished,,May be not,2,2,,Bangalore
2,others,0.55,5345.0,1029.0,3,Semi-Furnished,,May be not,2,1,,Bangalore
3,others,1.50,9091.0,1650.0,10+,Furnished,,May be not,3,,,Bangalore
2,others,0.682,6172.0,1105.0,2,Unfurnished,East,Available,2,1,"Garden/Park, Pool",Bangalore
3,others,3,12500.0,2400.0,1,Semi-Furnished,,May be not,3,3,,Bangalore
3,others,0.75,4870.0,1540.0,2,Semi-Furnished,,May be not,2,2,,Bangalore
2,others,4.50,42857.0,1050.0,2,Semi-Furnished,,May be not,2,,,Bangalore
4,others,1.50,3333.0,4500.0,,,,May be not,,,,Bangalore
4,others,2.11,7815.0,2700.0,3,Semi-Furnished,,May be not,4,1,,Bangalore
2,others,1.10,9735.0,1130.0,10+,Unfurnished,,May be not,2,1,,Bangalore
4+,others,2,5000.0,4000.0,4,Semi-Furnished,,May be not,4+,,,Bangalore
3,others,4.15,16939.0,2450.0,10+,Unfurnished,,May be not,4,3,"Pool, Garden/Park, Main Road",Bangalore
3,others,1.25,9259.0,1350.0,10+,Semi-Furnished,,May be not,3,,,Bangalore
3,Whitefield,1.60,9524.0,1680.0,1,Unfurnished,,May be not,2,2,,Bangalore
3,others,1.50,6977.0,2150.0,,Unfurnished,,Available,3,,,Bangalore
3,others,1.25,9615.0,1300.0,,,,May be not,,,,Bangalore
3,others,2,9492.0,2107.0,7,Unfurnished,,May be not,3,,,Bangalore
3,Whitefield,4.30,15619.0,2753.0,10+,Semi-Furnished,East,Available,3,2,Garden/Park,Bangalore
2,others,0.86,7020.0,1225.0,2,Unfurnished,East,Available,2,2,"Garden/Park, Pool, Main Road",Bangalore
2,others,1.03,8300.0,1241.0,1,Unfurnished,North,Available,2,1,Main Road,Bangalore
3,others,2.25,16071.0,1400.0,4,Semi-Furnished,East,Available,3,2,Garden/Park,Bangalore
2,others,3.07,15000.0,2047.0,2,Unfurnished,North,May be not,2,2,Main Road,Bangalore
2,others,0.45,4500.0,1000.0,2,Semi-Furnished,East,May be not,2,1,Main Road,Bangalore
3,others,2.60,10833.0,2400.0,3,Unfurnished,North,May be not,3,2,Main Road,Bangalore
3,others,3,15504.0,1935.0,9,Unfurnished,,May be not,3,1,,Bangalore
3,others,2.50,13514.0,1850.0,1,Semi-Furnished,East,May be not,3,1,Main Road,Bangalore
4,Outer Ring Road,5.99,13992.0,4281.0,10+,Semi-Furnished,,May be not,4,,,Bangalore
2,Whitefield,1.50,11750.0,1280.0,10+,,,May be not,2,,,Bangalore
3,others,1.03,6540.0,1575.0,10+,Furnished,,Available,3,1,,Bangalore
2,others,0.55,6875.0,800.0,2,Semi-Furnished,North - East,Available,2,3,"Garden/Park, Main Road",Bangalore
3,others,1.30,8120.0,1601.0,1,Semi-Furnished,East,Available,3,3,"Garden/Park, Pool",Bangalore
2,Krishnarajapura,0.5,4167.0,1200.0,2,Furnished,,Available,2,2,,Bangalore
4,others,1.50,12097.0,1240.0,4,Semi-Furnished,,May be not,3,,,Bangalore
2,others,1.30,10569.0,1230.0,1,Unfurnished,,May be not,2,,,Bangalore
2,Whitefield,1.60,12800.0,1250.0,4,Semi-Furnished,,May be not,2,,,Bangalore
2,others,0.36,5294.0,680.0,2,Unfurnished,,May be not,2,,,Bangalore
2,others,0.5,4762.0,1050.0,10+,Furnished,,May be not,2,,,Bangalore
3,others,0.75,7426.0,1010.0,2,Unfurnished,,May be not,2,,,Bangalore
2,others,0.55,6667.0,825.0,8,Unfurnished,East,Available,2,,"Garden/Park, Pool, Main Road",Bangalore
3,others,1.10,6615.0,1663.0,1,Semi-Furnished,,May be not,3,,,Bangalore
3,others,2.20,11796.0,1865.0,2,Unfurnished,,May be not,3,2,,Bangalore
2,others,1.18,10442.0,1130.0,10+,Semi-Furnished,,May be not,2,,,Bangalore
2,others,0.6,5455.0,1100.0,1,Semi-Furnished,,May be not,2,,,Bangalore
3,Banaswadi,1.05,7241.0,1450.0,2,Unfurnished,,May be not,2,,,Bangalore
3,others,1.70,7727.0,2200.0,10+,Unfurnished,,May be not,4,3,,Bangalore
3,others,1.90,7600.0,2500.0,3,Furnished,,May be not,4,,,Bangalore
3,others,1.03,6300.0,1650.0,2,Semi-Furnished,,May be not,3,,,Bangalore
2,others,1.30,11226.0,1158.0,10+,Semi-Furnished,,May be not,2,,,Bangalore
3,others,1.55,8611.0,1800.0,3,Unfurnished,,Available,2,2,,Bangalore
1,Kengeri,0.43,5443.0,790.0,4,Semi-Furnished,,May be not,1,,,Bangalore
2,others,1.20,12903.0,930.0,1,Semi-Furnished,,May be not,1,,,Bangalore
3,others,2.70,12190.0,2215.0,3,Semi-Furnished,,May be not,3,,,Bangalore
3,Panathur,1.85,11512.0,1607.0,5,Unfurnished,,May be not,3,,,Bangalore
2,others,0.42,3500.0,1200.0,2,Furnished,,May be not,2,,,Bangalore
2,Krishnarajapura,0.9,7881.0,1142.0,5,Furnished,,May be not,2,,,Bangalore
2,Krishnarajapura,0.9,7881.0,1142.0,5,Furnished,,May be not,2,,,Bangalore
4,others,3,12500.0,2400.0,1,Unfurnished,,Available,4,1,,Bangalore
2,others,0.95,6786.0,1400.0,1,Unfurnished,,May be not,2,,,Bangalore
3,Sarjapur Road,2.30,15436.0,1490.0,10+,Unfurnished,,May be not,3,,,Bangalore
2,Hebbal,1.50,14313.0,1048.0,10+,Unfurnished,,May be not,2,2,,Bangalore
3,Yelahanka,0.6,5581.0,1075.0,5,Furnished,,May be not,2,1,,Bangalore
3,others,1.50,8333.0,1800.0,4,Unfurnished,,May be not,2,,,Bangalore
3,others,1.50,11111.0,1350.0,2,Semi-Furnished,,May be not,2,,,Bangalore
3,Sarjapur Road,1.10,8346.0,1318.0,10+,Unfurnished,,May be not,2,,,Bangalore
3,others,0.795,5889.0,1350.0,1,Unfurnished,East,May be not,2,3,,Bangalore
3,others,1.75,10542.0,1660.0,2,Semi-Furnished,East,Available,3,2,Garden/Park,Bangalore
3,Jakkur,2.95,15325.0,1925.0,5,Unfurnished,East,Available,3,2,"Garden/Park, Pool, Main Road",Bangalore
4,Jayanagar,4.40,8462.0,5200.0,4,Furnished,North,May be not,4,3,Main Road,Bangalore
3,others,1.18,7085.0,1666.0,1,Unfurnished,East,May be not,3,2,Garden/Park,Bangalore
4,others,1.30,7170.0,1813.0,,Furnished,,Available,4,,,Bangalore
2,others,0.68,6154.0,1105.0,2,Unfurnished,East,Available,2,1,"Garden/Park, Pool",Bangalore
2,others,0.85,7515.0,1131.0,2,Semi-Furnished,,May be not,2,,,Bangalore
2,others,0.3,4000.0,750.0,3,Unfurnished,East,May be not,2,1,"Pool, Garden/Park, Main Road",Bangalore
2,others,0.8,7512.0,1065.0,10+,Unfurnished,North - East,May be not,2,1,,Bangalore
2,others,0.7,5983.0,1170.0,3,Furnished,,May be not,2,1,,Bangalore
3,Hebbal,1.40,9333.0,1500.0,7,Unfurnished,,May be not,3,1,,Bangalore
3,others,2.10,10096.0,2080.0,3,Semi-Furnished,,May be not,3,,,Bangalore
3,others,1.25,6906.0,1810.0,3,Semi-Furnished,,May be not,3,,,Bangalore
2,others,1.20,11111.0,1080.0,3,Unfurnished,South - East,May be not,2,2,Main Road,Bangalore
2,others,1.60,12327.0,1298.0,10+,Semi-Furnished,,May be not,2,,,Bangalore
